2#,升麻,芍药,甘草,各(300g),葛根(450g)
71#,桂枝三两,,甘草二两,(6g),大枣十二枚,擘(6枚)芍药六两,(18g),生姜三两,(9g)胶饴(30g)
72#,熟地黄(30g),麻黄(2g),鹿角胶(9g),白芥子二钱,研(6g),肉桂一钱,(3g),生甘草(3g),姜炭(2g)
73#,甘草二两,(6g),干姜(6g),附子一枚,,,破八片(15g)
74#
75#,人参,白术,茯苓,甘草(6g)各等分
76#,白术,当归,白茯苓,黄芪,远志,龙眼肉,酸枣仁,各(3g),人参(6g),木香五分,(1.5g),甘草(1g)
77#,黄芪(30g),当归,(6g)
78#,当归,浸(9g),川芎6g,白芍9g,熟干地黄(熟地黄已有成品,干地黄即生地黄晒干,12g)各等分
79#,防风(30g),黄芪蜜,白术各(各60g)
80#,莲子肉,(500g),薏苡仁(500g),缩砂仁(500g),桔梗令深黄色,(500g),白扁豆姜汁浸,,,(750g),白茯苓(1000g),人参(1000g),甘草,(1000g),白术(1000g),山药(1000g)
81#,黄芪病甚劳役热甚者(18g),甘草,各(9g),人参,(6g),当归焙干或晒干,(3g),橘皮,二分或(6g),升麻二分或(6g),柴胡二分或(6g),白术(9g)
82#,人参(9g),麦门冬(9g),五味子(6g)
83#,白术(30g)土,山药(30g),人参(6g),白芍(15g)车前子(9g),苍术(9g)制,甘草(3g),陈皮(2g),黑芥穗(2g),柴胡(2g)
84#,人参,白术,白茯苓,当归,川芎,白芍药,熟地黄,甘草,,各(30g)
85#,甘草四两,(12g),生姜三两,(9g),桂枝三两,,人参(6g),生地黄(50g),阿胶(6g),麦门冬半升,,麻仁(10g),大枣三十枚,擘(10枚)
86#,熟地黄(24g),山萸肉,干山药各(各12g),泽泻,牡丹皮,茯苓,各(各9g)
87#,大怀熟地(240g),山药,(120g),枸杞(120g),山茱萸(120g),川牛膝熟,(90g),鹿角胶敲碎,珠,(120g),龟版胶碎,珠,(120g),菟丝子制,(120g)
88#,熟地黄,龟版酥,各(各180g),黄柏褐色,知母浸,,各(各120g)
89#,北沙参,麦冬,当归身(各9g),生地黄(18～30g),枸杞子(9～18g),川楝子(4.5g)
90#,干地黄(240g),薯蓣(即山药),山茱萸各(各120g),泽泻,茯苓,牡丹皮各(各90g,),桂枝,附子各(各30g)
91#,熟地黄(240g),山药,(120g),山茱萸,(90g),枸杞子,(90g),菟丝子制,(120g),鹿角胶珠,(120g),杜仲姜汁,(120g,),肉桂(60g),当归(90g),制附子二两,渐可加(60～180g)
92#,熟干地黄焙(12,g),巴戟天,山茱萸,石斛,肉苁蓉浸焙,附子裂,,五味子,官桂,白茯苓,麦门冬,焙,菖蒲,远志,各(各15g)
93#,鹿角用新鲜麋鹿杀角,解的用,马鹿角用,,劈开,净用(5000g),龟版,净,五斤,捶碎(2500g),人参(450g),枸杞子(900g)
94#
95#,黄芪,麻黄根,牡蛎米泔浸,刷,火烧通赤,各(各30g)
96#,人参,款冬花,桑白皮,桔梗,五味子,阿胶,乌梅各(各30g),贝母(15g),罂粟壳(240g),,蜜黄
97#,黄芩,白芍,龟板,各(各30g),黄柏,(9g),椿树根皮(22.5g),香附(7.5g)
98#,桑螵蛸,远志,菖蒲,龙骨,人参,茯神,当归,龟甲酥,以上各(各30g)
99#,肉豆蔻(60g),补骨脂(120g),五味子(60g),吴茱萸浸,(30g)
100#,白术一两,(30g),生黄芪(18g),龙骨八钱,,(24g),牡蛎八钱,,(24g),萸肉八钱,,生杭芍(12g),海螵蛸四钱,(12g),茜草(9g),棕边炭(6g),五倍子五分,,药汁送服(1.5g)
101#,沙苑蒺藜,芡实,莲须各(各60g),龙骨酥,牡蛎盐水煮一日一夜,粉,各(各30g)
102#,人参,当归,白术焙,各(各18g),肉豆蔻面裹,煨,(15g),肉桂,甘草各(各24g),白芍药(48g),木香见火,(42g),诃子,(36g),罂粟壳,蜜,(108g)
103#,山药,(30g),芡实,(30g),黄柏盐水,(6g),车前子,(3g),白果十枚,碎(12g)
104#
105#,朱砂,(15g),水飞为衣,黄连,,净,(18g),甘草,(16.5g),生地黄,(4.5g),当归,(7.5g)
106#,黄金(3.1kg),寒水石(1.5kg),石膏(1.5kg),磁石(1.5kg),滑石(1.5kg),玄参(500g),羚羊角五两屑(150g),水牛角浓缩粉五两屑(150g),升麻(500g),沉香(150g),丁香(30g),青木香(150g),甘草八两,(240g)
107#,吃力伽(即白术),光明砂研,麝香,诃梨勒皮,香附子中白,沉香重者,青木香,丁子香,安息香,白檀香,荜茇上者,犀角各(各30g),薰陆香,苏合香,龙脑香各(各15g)
108#
109#,生乌犀,生玳瑁,琥珀,朱砂,雄黄各(各30g),牛黄(0.3g),龙脑(0.3g),麝香(0.3g),安息香(45g),浸,重汤煮令化,滤过滓,约取一两净(30g),金银箔各五十片
110#,牛黄(30g),郁金(30g),水牛角浓缩粉(50g),黄连(30g),朱砂(30g),梅片(7.5g),麝香(7.5g),真珠(15g),山栀(30g),雄黄(30g),黄芩(30g)
111#,人参,茯苓,玄参,丹参,桔梗,远志,各(各15g),当归浸,五味,麦门冬,天门冬,柏子仁,酸枣仁,各(各30g),生地黄,(120g)
112#,酸枣仁,(15g),甘草,(3g),知母,(6g),茯苓,(6g),芎䓖,(6g)
113#
114#,白果,砸碎黄,(9g),麻黄(9g),苏子(6g),甘草(3g),款冬花(9g),杏仁,(4.5g),桑白皮蜜,(9g),黄芩,(6g),法制半夏(9g)如无,用甘草汤泡七次,
115#,当归(6g),枸杞子(9g),小茴香(6g),肉桂(3g),乌药(6g),沉香(木香亦可)(3g),茯苓(6g)
116#,厚朴姜制,陈皮,各(各30g),甘草,茯苓,草豆蔻仁,木香各(各15g),干姜(2g)
117#,天台乌药,木香,小茴香,青皮汤浸,,焙,高良姜,各(各15g),槟榔锉,(9g),川楝子(12g),巴豆(12g)
118#,半夏(20g),生姜(10g)
119#,香附,川芎,苍术,栀子,神曲各等(各6～10g)
120#,半夏(12g),厚朴(9g),茯苓(12g),生姜(15g),苏叶(6g)
121#,金铃子,玄胡各(各30g)
122#,枳实(12g),厚朴(12g),薤白(9g),桂枝(6g),瓜蒌一枚,捣(12g)
123#,紫苏子,半夏汤七次,各(各75g),川当归,(45g),甘草爁,(60g),前胡,厚朴,姜汁拌,各(各30g),肉桂,(45g)[一方有陈皮,(45g)]
124#,旋覆花(9g),人参(6g),生姜(15g),代赭石(6g),甘草,(9g),半夏,(9g),大枣十二枚,擘(4枚)
125#,橘皮(15g),竹茹(15g),大枣(5枚),生姜(9g),甘草(6g),人参(3g)
126#
127#,黄芪生,(120g),当归尾(6g),赤芍(5g),地龙,川芎(3g),红花(3g),桃仁(3g)
128#,五灵脂研,淘,蒲黄香,各(各6g)
129#,鳖甲(90g),,乌扇烧,黄芩,鼠妇,干姜,大黄,桂枝,石韦,厚朴,紫葳,阿胶各(各22.5g),柴胡,蜣螂,各(各45g),芍药,牡丹,[蟅]虫,各(各37g),蜂窠,(30g),赤硝(90g),桃仁,瞿麦各(15g),人参,半夏,葶苈各(各7.5g)
130#,桃仁,(12g),大黄(12g),桂枝,甘草,(6g),芒硝(6g)
131#,桃仁(12g),红花(9g),当归(9g),生地黄(9g),川芎(4.5g),赤芍(6g),牛膝(9g),桔梗(4.5g),柴胡(3g),枳壳(6g),甘草(6g)
132#,桂枝,茯苓,丹皮,桃仁,,芍药各等(9g)
133#,吴茱萸(9g),当归(6g),芍药(6g),川芎(6g),人参(6g),桂枝(6g),阿胶(6g),牡丹皮,(6g),生姜(6g),甘草(6g),半夏(6g),麦冬,(9g)
134#,柴胡(15g),瓜蒌根当归各(各9g),红花甘草穿山甲,各(各6g),大黄浸,(30g),桃仁浸,,研如泥,(15g)
135#,全当归(24g),川芎(9g),桃仁,(6g),干姜黑,(2g),甘草,(2g)
136#,大蓟,小蓟,荷叶,侧柏叶,茅根,茜根,山栀,大黄,牡丹皮,棕榈皮各等(各9g)
137#,青黛水飞(6g),瓜蒌仁,海粉(9g),山栀子黑(9g),诃子(6g)
138#,生地黄,小蓟,滑石,木通,蒲黄,藕节,淡竹叶,当归,山栀子,甘草,各等(各9g)
139#,槐花(12g),柏叶杵,焙(12g),荆芥穗(6g),枳壳麸(6g)各等分
140#,甘草,干地黄,白术,附子,阿胶,黄芩各(各9g),灶心黄土(30g)
141#
142#,天麻,(9g),钩藤,(12g),生决明,(18g),山栀,黄芩,(各9g),川牛膝,(12g),杜仲,益母草,桑寄生,夜交藤,朱茯神,(各9g)
143#,羚角片,(4.5g),先煎,霜桑叶,(6g),京川贝,四钱,,鲜生地,(15g),双钩藤,(9g),后入,滁菊花,(9g),茯神木(9g),生白芍,(9g),生甘草,(2.4g),淡竹茹,五钱,鲜刮(15g),与羚羊角先煎代水
144#,白附子,白僵蚕,全蝎,各等分,并
145#,南星,防风,白芷,天麻,羌活,白附子,各等分
146#,当归,生地,防风,蝉蜕,知母,苦参,胡麻,荆芥,苍术,牛蒡子,石膏,各(各6g)甘草,木通,各(各3g)
147#,薄荷叶,见火,(240g)川芎,荆芥,各(各120g)香附子,(240g),[别本作,细辛,(30g)],防风,(45g),白芷,羌活,甘草爁各(各60g)
148#,怀牛膝,(30g),生赭石,(30g),生龙骨,(15g),生牡蛎,(15g),生龟板,(15g),生杭芍,(15g),玄参,(15g),天冬,(15g),川楝子,(6g),,生麦芽,(6g),茵陈,(6g),甘草,(4.5g)
149#
150#,川乌,,草乌,,地龙,天南星,各(各180g),乳香研,没药研,各(各66g)
151#,秦艽(90g),甘草(60g),川芎(60g),当归(60g),白芍药(60g),细辛((15g),,川羌活,防风,,黄芩各(各30g),石膏(60g),吴白芷(30g),,白术(30g),生地黄(30g),熟地黄(30g),白茯苓(30g),川独活(60g)
152#,苍术,捣为粗末,黄色,(120g),厚朴,涂生姜汁,令香熟,(90g),陈橘皮令净,焙干,(60g),甘草黄,(30g)
153#,茵陈(18g),栀子(12g),大黄二两
154#,大腹皮,白芷,紫苏,茯苓,各(30g),半夏曲,白术,陈皮,厚朴,姜汁,苦桔梗,各(各60g),藿香,(90g),甘草,(75g)
155#,飞滑石(450g),淡黄芩(300g),绵茵陈(330g),石菖蒲(180g),川贝母,木通各(各150g),藿香,连翘,白蔻仁,薄荷,射干各(各120g)
156#,杏仁(15g),飞滑石(18g),白通草(6g),白蔻仁(6g),竹叶(6g),厚朴(6g),生薏苡仁(18g),半夏(15g)
157#,车前子,瞿麦,萹蓄,滑石,山栀子仁,甘草,木通,大黄面,,,焙,各(各500g)
158#,制厚朴(6g),川连姜汁,石菖蒲,制半夏各(各3g),香豉,焦栀各(各9g),芦(60g)
159#,羌活(15g),防风(9g),升麻(3g),葛根(6g),白术(3g),苍术(9g),当归身(9g),人参(6g),甘草(15g),苦参浸,(6g),黄芩,(3g),知母,(9g),茵陈,(15g),猪苓(9g),泽泻(9g)
160#,猪苓十八铢(9g),泽泻一两六铢(15g),白术十八铢(9g),茯苓十八铢(9g),桂枝(6g)
161#,黄柏,苍术米泔水浸,(各15g)
162#,猪苓,茯苓,泽泻,阿胶,滑石碎,各(各10g)
163#,防己(12g),黄芪(15g),甘草半两,(6g),白术(9g)
164#,生姜皮,桑白皮,陈橘皮,大腹皮,茯苓皮各等(各9g)
165#,茯苓(12g),桂枝,白术(6g),甘草,(6g)
166#,茯苓(9g),芍药(9g),白术(6g),生姜(9g),附子一枚,,,破八片(9g)
167#,厚朴,姜制,,白术,木瓜,木香见火,草果仁,大腹子,附子,,白茯苓,干姜,各(各30g),甘草,(15g)
168#,益智,川萆薢,石菖蒲,乌药各等(各9g)
169#,羌活,独活,各(各6g),藁本,防风,甘草,各(各3g),蔓荆子(2g),川芎(1.5g)
170#,独活(9g),桑寄生,杜仲,牛膝,细辛,秦艽,茯苓,肉桂心,防风,川芎,人参,甘草,当归,芍药,干地黄各(各6g)
171#
172#,大生地(6g),麦冬(9g),生甘草(3g),玄参(9g),贝母,(5g),丹皮(5g),薄荷(3g),白芍,(5g)
173#,沙参(9g),麦冬(15g),冰糖(3g),细生地(15g),玉竹香,(4.5)
174#,玄参(30g),麦冬连心,(24g),细生地(24g)
175#,桑叶经霜者,,净叶(9g),石膏,(8g),甘草(3g),人参(2g),胡麻仁,研,(3g),真阿胶(3g),麦门冬,(4g),杏仁泡,,黄,(2g),枇杷叶一片,刷,蜜涂,黄(3g)
176#,桑叶(3g),杏仁(4.5g),沙参(6g),象贝(3g),香豉(3g),栀皮(3g),梨皮(3g)
177#,苏叶(9g),半夏(9g),茯苓(9g),前胡(9g),苦桔梗(6g),枳壳(6g),甘草(3g),生姜(3片),大枣(3枚),杏仁(9g),橘皮(6g),(原书未著用量,)
178#,熟地,生地,当归身各(9g),白芍(6g),甘草(3g)各一钱,桔梗(6g),玄参各(3g),贝母(6g),麦冬(9g),(12g)各一钱半
179#,麦门冬(42g),半夏(6g),人参(9g),甘草(6g),粳米(3g),大枣(2枚)
180#
181#,半夏汤七次,橘红各(各15g),白茯苓(9g),甘草,(4.5g)
182#,半夏汤七次,竹茹,枳实麸,,各(各60g),陈皮(90g),甘草一两,(30g),茯苓(45g)
183#,陈皮,杏仁,枳实麸,黄芩,瓜蒌仁,茯苓各(各30g),胆南星,制半夏各(各45g)
184#,紫苏子(9g),白芥子(9g),莱菔子(9g)(原书未著剂量)
185#,黄连(6g),半夏半升,(12g),瓜蒌实大者(20g)
186#,大黄,片黄芩净,各(各240g),礞石一两捶碎,同焰硝一两,投入小砂罐内盖之,铁线缚定,盐泥固济,晒干,火红,候冷取出,(30g),沉香半两,(15g)
187#,半夏(4.5g),天麻,茯苓,橘红各(各3g),白术(9g),甘草(1.5g)
188#,茯苓(12g),甘草(9g),干姜(9g),细辛(5g),五味子(5g)
189#,贝母(4.5g),瓜蒌(3g),花粉,茯苓,橘红,桔梗各(各2.5g)
190#,茯苓(30g),枳壳麸,(15g),半夏(60g),风化朴硝(0.3g)
191#,明天麻,川贝母,半夏姜汁,茯苓,茯神,,各(各30g),胆南星九制者,石菖蒲杵碎,取粉,全蝎,甘草水,僵蚕甘草水,,,真琥珀腐煮,灯草研,各(各15g),陈皮,,远志,甘草水泡,各(各21g),丹参,麦冬,各(各60g),辰砂细研,水飞,(9g)
192#
193#,大黄(30g),枳实麸,神曲,各(各15g),茯苓,黄芩,白术各(各9g),泽泻(6g)
194#,山楂(180g),神曲(60g),半夏,茯苓各(各90g),陈皮,连翘,莱菔子各(各30g)
195#
196#,木香(1.5g),人参,猪苓,白茯苓,橘皮,g)白术,干生姜,神曲黄,泽泻各(各6g),青皮(1g),缩砂仁,白豆蔻仁,葛花各(各15g)
197#,干生姜,甘草,麦芽曲,白茯苓,白术各(各6g),半夏曲,人参各(各9g),厚朴,(12g),枳实,黄连各(各15g)
198#,白术,(75g),木香,黄连,甘草各(各22g),白茯苓,(60g),人参(45g),神曲,陈皮,砂仁,麦芽取面,山楂取肉,山药,肉豆蔻面热,纸包槌,各(各30g)
199#
200#
201#
202#,乌梅(480g),细辛(180g),干姜(300g)黄连(480g),当归(120,g),附子六两,,g),蜀椒四两,出汗(120g),桂枝六两,,人参(180g),黄柏(180g)
203#
204#,瓜蒂黄,(3g),赤小豆(3g)
2#,半夏(12g),黄芩干姜人参各(各9g),黄连(3g),大枣十二枚擘(4枚),甘草(9g)
3#,白术(75g),木香黄连甘草各(各22g),白茯苓,人参(45g),神曲,陈皮砂仁麦芽取面,山楂取肉,山药肉豆蔻面热,纸包捶,各(各30g)
4#,干地黄(240g),薯蓣山茱萸各(各120g),泽泻茯苓牡丹皮各(各90g),桂枝附子各(各30g)
5#,桑叶(7.5g),菊花(3g),杏仁(6g),桔梗(6g),甘草生(2.5g),薄荷(2.5g),连翘(5g),苇根(6g)
6#,地骨皮,桑白皮,各(各15g),甘草,(3g)
7#,瓜蒌实(24g),薤白(12g),白(适量)
8#,茯苓(12g)桂枝,(9g),白术(6g),甘草,(6g)
9#,山楂(180g),半夏茯苓各(各90g),神曲(60g),陈皮连翘莱菔子各(各30g)
10#,川芎荆芥,白芷羌活甘草各(各60g),细辛(30g),防风,薄荷见火(240g)
11#,(4.5g),熟地黄生地黄,当归身各(各9g),白芍(6g),甘草(3g)各一钱桔梗玄参各(各2g),贝母麦冬各(4.5g)
12#
13#,石膏一斤,碎(50g),知母(18g),甘草二两,(6g),粳米(9g)
14#,葛根(15g),甘草(6g),黄芩(9g),黄连(9g)
15#,半夏(12g)厚朴(9g),茯苓(12g),生姜(15g),苏叶(6g)
16#,羌活(9g),防风(9g),苍术(9g),细辛(3g),川芎(6g),白芷(6g),生地黄(6g),黄芩(6g),甘草(6g)
17#
18#,人参干姜甘草白术各(各9g)
19#,柴胡(15g),黄芩(9g),芍药(9g),半夏半升,(9g),生姜五两,(15g),大枣十二枚,擘(5枚),枳实四枚,(9g),大黄(6g)
20#,川大黄朴硝甘草各(各600g),山栀子仁薄荷,连翘(1250g)
21#,大黄四两,(12g)厚朴八两,,(24g),枳实(12g),芒硝(6g)
22#,茯苓(12g),甘草(9g),干姜(9g),细辛(6g),五味子(6g)
23#,黄芪病甚,劳倦热甚者(18g),甘草(9g),人参,当归焙干或晒干(3g),橘皮,升麻二分或(6g),柴胡二分或(6g),白术(9g)
24#,生地黄木通生甘草梢各等(各30g)
25#,苏合香,龙脑各～(各30g),麝香,安息香用无灰一升膏,青木香,香附,白檀香丁香沉香荜茇各(各60g),熏陆香制,(30g),白术诃黎勒煨朱砂各(各60g),乌犀屑(水牛角代,60g)
26#,甘草干地黄白术附子阿胶黄芩各(各9g),灶心土(30g)
27#
28#,生白芍(18g),阿胶(9g),生龟甲(12g),干地黄(18g),麻仁(6g),五味子(6g),生牡蛎(12g),麦冬连心(18g),甘草(12g),鸡子黄生(2个),鳖甲生(12g)
29#,桂枝三两,芍药(9g),甘草(6g),生姜(9g),大枣十二枚擘(3g)
30#,当归(12g),桂枝三两,芍药(9g),细辛(3g),甘草二两,(6g),通草(6g),大枣二十五枚,擘(9枚)
31#,半夏汤七次橘红各(各15g),白茯苓(9g),甘草(4.5g)
32#,独活(9g),桑寄生杜仲牛膝细辛秦艽茯苓肉桂心防风川芎人参甘草当归芍药干地黄各(各6g)
33#
34#,黄连(9g)黄芩黄柏各(各6g),栀子(擘)(9g)
35#,生乌犀屑(水牛角代),朱砂研飞,雄黄研飞,生玳瑁屑研,琥珀研,各(各30g),麝香研龙脑研,各(各3g),金箔半人药,半为衣银箔研,各五十片(各50片)牛黄研,(15g),安息香(45g),为末,以无灰搅澄飞过,滤,约得净数(30g),慢火成膏
36#,黄芩()黄连(),各(各15g),陈皮(,连翘板蓝根马勃牛蒡子薄荷各(各3g),僵蚕升麻各(各2g)
37#,沙苑蒺藜,龙骨酥牡蛎盐水煮一日一夜,粉,各(各30g)
38#,生地黄,(120g),人参,丹参玄参,白茯苓,,桔梗各(各15g),五味子,当归身,天门冬,麦门冬
39#,杏仁(15g),飞滑石(18g),白通草(6g),白蔻仁(6g),竹叶(6g),厚朴(6g),生薏苡仁(18g),半夏(10g)
40#,大腹皮白芷紫苏茯苓,半夏曲白术陈皮,藿香,甘草(75g)
41#,石膏(15～30g),熟地黄三至五钱或(9～30g),麦冬(6g),知母牛膝各(各5g)
42#,石膏寒水石滑石磁石各(各1.5kg),犀角屑(水牛角代),羚羊角屑(山羊角代),沉香青木香各(各150g),玄参升麻各(各500g),甘草,(240g),丁香(30g),芒硝制,(5kg),硝石精制.(96g),麝香研,(1.5g)朱砂飞研,(90g),黄金(3.lkg)
43#,桃仁(12g),红花(9g),当归(9g),生地黄(9g),川芎(5g),赤芍(6g),牛膝(9g),桔梗(5g),柴胡(3g),枳壳(6g)甘草(3g)
44#,旋覆花(9g),人参(6g),生姜(15g),代赭石(9g),甘草,(6g)半夏,(9g)大枣擘,12(4枚)
45#,附子一枚,,,破八片(12g),干姜(9g),甘草二两,(6g)
46#,甘草枳实破,水渍,干柴胡,芍药各(各6g)
47#,麻黄三两,桂枝二两,杏仁七十个,甘草(3g)
48#,苍术,捣为粗末,黄色,(120g),厚朴,涂生姜汁,令香熟,(90g),陈橘皮令净,焙干,(各60g),甘草黄,(30g)
49#,子仁(20g),芍药(9g),枳实(9g),,厚朴一尺(9g),杏仁一升,,,别作脂(10g)
50#,半夏(4.5g),天麻茯苓橘红各(各3g),白术(9g)甘草(1.5g)
51#,大黄(12g),牡丹皮(3g),桃仁(12g),冬瓜子(30g),芒硝(9g)
52#,犀角(水牛角代30g),生地黄(15g),玄参(9g),竹叶心(3g),麦冬(9g),丹参(6g),黄连(5g),银花(9g),连翘二钱连心用(6g)
53#,龙胆草(6g),黄芩(9g),栀子(9g),泽泻(12g),木通(6g),车前子(9g),当归(3g),柴胡(6g),生地黄(9g),生甘草(6g)
54#,芍药(30g),当归(15g),黄连(15g),槟榔木香甘草各(各6g),大黄(9g),黄芩(15g),官桂(5g)
55#,大蓟小蓟荷叶侧柏叶茅根茜根山栀大黄牡丹皮棕榈皮各等(各9g)
56#,防风(30g),黄芪蜜,白术各(各60g)
57#,桑叶(3g)杏仁(4.5g)沙参(,6g)象贝(3g)香豉(3g),栀皮(3g),梨皮(3g)
58#,陈皮醋柴胡各(各6g),川芎香附枳壳麸芍药各(各5g),甘草(3g)
