黄芩,None,防风,None
防风,4.5g,白芷,4.5g
天南星,None,防风,None
黄芩,None,防风,None
防风,3g,黄芩,9g,阿胶,15g
远志,None,干防风,15g
草乌,None,细辛,None,防风,None
连翘,3g,牛蒡子,3g,玄参,3g,大黄,1g,荆芥,1g,防风,1g,羌活,1g,石膏,4.5g,桔梗,4.5g,甘草,3g,黄芩,7.5g,黄连,4.5g
升麻,3g,人参,1.5g,白术,1.5g,白茯苓,1.5g,陈皮,1.5g,当归,1.5g,白芍,1.5g,麻子仁,1.5g,甘草,0.9g,防风,0.9g,荆芥穗,0.6g,乌梅,1个
升麻,4.5g,葛根,4.5g,羌活,2.4g,防风,2.4g,黄柏,2.4g,南星,2.4g,川山甲,2.4g,半夏,2.4g,鹿角灰,6g,大黄,6g
升麻,None,石膏,None,防风,None,荆芥,None,归尾,None,赤芍,None,连翘,None,桔梗,None,甘草,None,薄荷,None,黄芩,None,灯心,None
川乌,30g,草乌,30g,当归,60g,红花,30g,官桂,30g,白芷,30g,桃仁,30g,防风,30g,赤芍药,30g,补骨脂,30g,穿山甲,30g,羌活,30g
防风,30g,桂枝,30g,枳壳,30g,赤芍药,30g,桔梗,30g,木香,15g,人参,15g,槟榔,15g,当归,15g,川芎,15g,陈皮,15g,甘草,15g
薄荷叶,420g,柿霜,150g,桔梗,135g,甘草,105g,川芎,84g,百药煎,15g,防风,48g,砂仁,13.5g,青黛,9g,冰片,6g,元明粉,6g,白硼砂,6g
龙齿,None,远志,None,生地黄,None,白茯苓,None,天冬,None,山药,None,防风,None,五味子,None,车前子,None,麦冬,None,地骨皮,None,人参,None
当归,6g,川芎,6g,芍药,6g,生地黄,6g,羌活,4.5g,防风,4.5g,黄芩,4.5g,龙胆草,4.5g,甘菊花,4.5g,黄连,4.5g,玄参,3g,薄荷,3g
半夏,30g,防风,15g,大腹皮,15g,麦冬,22.5g,枇杷叶,15g,赤茯苓,22.5g,白术,22.5g,桔梗,22.5g,枳壳,22.5g,前胡,22.5g,人参,15g,甘草,15g
人参、白术、茯苓、当归、白芍、熟地黄、川芎、炙甘草、黄芪,None,附子,None,肉桂,None,防风,None
桑白皮,None,地骨皮,None,桔梗,None,杏仁,None,防风,None,黄芩,None,瓜蒌仁,None,知母,None,薄荷,None,枳壳,None,陈皮,None,甘草,None
黄芪,6g,人参,6g,焦术,3g,炙甘草,2.4g,陈皮,3g,归身,6g,升麻,0.6g,荆芥,3g,银花,6g,肉桂,1.5g,防风,3g,乳香,3g
桑白皮,15g,紫苏,7.5g,北前胡,7.5g,防风,7.5g,赤茯苓,7.5g,黄芩,7.5g,天冬,7.5g,当归,7.5g,连翘,7.5g,桔梗,7.5g,生地黄,7.5g,甘草,7.5g
川芎,30g,防风,30g,僵蚕,30g,独活,30g,天麻,120g,桔梗,90g,细辛,15g,白附子,15g,羌活,15g,甘草,15g,薄荷,45g,荆芥穗,45g
黄柏,None,苦参,None,连翘,None,川牛膝,None,何首乌,None,当归尾,None,生地,None,牡丹皮,None,防风,None,防己,None,荆芥,None,紫苏叶,None
防风,30g,桔梗,30g,芍药,30g,五味子,30g,川芎,30g,甘草,30g,麦冬,30g,桂,30g,熟地黄,30g,当归,45g,黄芪,45g,茯苓,45g
黄芪,6g,花粉,6g,防风,3g,当归,3g,川芎,3g,白芷,3g,桔梗,3g,厚朴,3g,穿山甲,3g,皂角刺,3g,金银花,9g,陈皮,9g
当归,30g,杜仲,30g,丹参,30g,郁李仁,30g,赤芍药,30g,石斛,22.5g,牛膝,30g,酸枣仁,30g,防风,30g,槟榔,30g,萆薢,45g,桂,15g
当归,15g,川芎,7.5g,白芍,9g,生地,9g,熟地,9g,防风,6g,白芥子,6g,荆芥,6g,首乌,12g,玉竹,12g,黄芪,15g,甘草,3g
当归,15g,赤芍,9g,生地,12g,防风,9g,黄芩,9g,栀子,9g,牛蒡子,9g,连翘,9g,大黄,12g,白芷,9g,红花,9g,甘草,3g
薄荷,1.5g,羌活,1.5g,芜蔚子,3g,柴胡,2.4g,蒺藜,3g,菊花,2.4g,防风,2.4g,甘草,1.2g,生地黄,6g,当归,4.5g,白芍药,3g,川芎,2.4g
决明子,30g,甘菊花,30g,防风,45g,车前子,45g,川芎,45g,细辛,45g,栀子仁,45g,玄参,45g,蔓荆子,45g,白茯苓,45g,山茱萸,45g,生地黄,90g
防风,30g,玄参,30g,决明子,30g,车前子,30g,茯神,30g,地骨皮,30g,枳壳,30g,龙齿,30g,甘菊花,30g,苦参,30g,大黄,30g,麦冬,30g
升麻,None,防风,None,山栀仁,None,甘草,None,麦冬,None,荆芥穗,None,木通,None,葛根,None,薄荷叶,None,玄参,None,连翘,None,牛蒡子,None
荆芥,None,防风,None,牛蒡子,None,甘草,None,枳壳,None,桔梗,None,石膏,None,苏叶,None,百部,None,马兜铃,None,葶苈,None,桑皮,None
防风,None,薄荷,None,荆芥,None,石膏,None,知母,None,桔梗,None,甘草,None,牛蒡,None,连翘,None,木通,None,枳壳,None,淡竹叶,None
麦冬,30g,防风,22.5g,羚羊角屑,22.5g,茯神,30g,赤芍药,22.5g,柴胡,30g,枳壳,22.5g,白术,30g,黄芪,30g,川芎,22.5g,甘草,15g,酸枣仁,22.5g
远志,30g,防风,15g,桂心,15g,茯神,30g,甘草,15g,独活,30g,犀角屑,30g,人参,30g,石膏,60g,秦艽,30g,黄芩,22.5g,麦冬,45g
五加皮,90g,萆薢,90g,山茱萸,90g,杜仲,120g,阿胶,60g,金毛狗脊,60g,防风,60g,川芎,60g,细辛,60g,鹿角屑,60g,当归,30g,生地黄,30g
肉豆蔻,15g,羌活,7.5g,防风,7.5g,桔梗,7.5g,陈皮,15g,独活,15g,薏苡仁,15g,人参,15g,草豆蔻,15g,川芎,15g,甘草,7.5g,木香,7.5g
苍耳子,3g,金银花,3g,皂角刺,3g,防风,3g,荆芥,3g,连翘,3g,蛇床子,1.5g,天麻,1.5g,前胡,1.5g,土茯苓,9g,牙皂,9g,甘草,9g
苡仁,None,川芎,None,当归,None,干姜,None,肉桂,None,川乌,None,羌活,None,独活,None,麻黄,None,防风,None,白术,None,甘草,None
川连,3g,甘草,3g,苏梗,4.5g,牛蒡,4.5g,玄参,4.5g,赤芍,4.5g,荆芥,4.5g,连翘,4.5g,黄芩,4.5g,花粉,4.5g,射干,4.5g,防风,4.5g
草决明,30g,当归,30g,菊花,30g,木贼,6g,蝉蜕,6g,川芎,9g,青葙子,15g,防风,15g,山栀,15g,白蒺藜,15g,白芍,15g,粉草,15g
柴胡,60g,甘草,60g,干姜,60g,肉桂,30g,桔梗,30g,防风,30g,荆芥穗,30g,五加皮,30g,芍药,15g,麻黄,45g,陈皮,45g,黄芪,7.5g
连翘,None,当归,None,菊花,None,蔓荆子,None,甘草,None,柴胡,None,升麻,None,黄芩,None,黄芪,None,防风,None,羌活,None,生地黄,None
细辛,0.3g,升麻,0.9g,蕤仁,0.9g,青皮,1.2g,连翘,1.2g,防风,1.2g,柴胡,1.5g,甘草,1.8g,当归身,1.8g,荆芥穗,3g,生地黄,4.5g,拣黄连,9g
羌活,45g,防己,45g,羚羊角,45g,升麻,45g,黄芩,45g,蔓荆实,45g,犀角,60g,茯神,37.5g,葛根,37.5g,甘草,37.5g,防风,22g,麻黄,30g
羌活,30g,羚羊角,15g,麻黄,30g,防风,15g,独活,15g,旋覆花,30g,人参,15g,白茯苓,15g,当归,15g,麦冬,15g,龙齿,15g,杏仁,30g
羌活,30g,汉防己,30g,荆芥,30g,薏苡仁,60g,防风,30g,麻黄,45g,酸枣仁,30g,黄松节,30g,附子,45g,川芎,30g,天麻,45g,道人头,30g
半夏,None,杏仁,None,川羌活,None,藁本,None,川芎,None,防风,None,白茯苓,None,甘草,None,白芷,None,麻黄,None,广陈皮,None,桂枝,None
黄芪,9g,当归,9g,白术,2.4g,广陈皮,2.4g,川升麻,2.4g,人参,1.8g,柴胡,1.8g,甘草,1.8g,桂枝,3g,防风,3g,木通,3g,木瓜,2.4g
羌活,3g,川附子,3g,白僵蚕,9g,前胡,3g,连翘,4.5g,黄芪,4.5g,蔓荆子,4.5g,陈皮,3g,防风,3g,白茯苓,4.5g,金银花,6g,甘草,1.5g
菟丝子,30g,茺蔚子3Og,None,生地黄,60g,青葙子,60g,防风,30g,五味子,9g,黑参,30g,柴胡,30g,泽泻,30g,细辛,9g,车前子,30g,茯苓,30g
黄芩,None,甘草,None,藁本,None,栀子,None,防风,None,菊花,None,密蒙花,None,连翘,None,桔梗,None,薄荷,None,赤芍药,None,白蒺藜,None
防风,None,荆芥,None,羌活,None,前胡,None,升麻,None,干葛,None,赤芍,None,桔梗,None,川芎,None,白芷,None,牛蒡子,None,甘草,None
菊花,None,车前子,None,熟地黄,None,木贼,None,密蒙花,None,薄荷,None,连翘,None,白蒺藜,None,防风,None,荆芥穗,None,甘草,None,川芎,None
当归,12g,金银花,12g,防风,12g,马钱子,12g,玄参,12g,甘草,12g,白及,12g,石菖蒲,12g,连翘,12g,大黄,12g,白芷,12g,生地黄,12g
兔肝,2具,柏子仁,30g,熟地黄,30g,防风,30g,五味子,15g,车前子,15g,细辛,15g,菟丝子,15g,川芎,30g,枸杞子,30g,山药,30g
通草,None,山栀,None,黄连,None,生地,None,甘草,None,滑石,None,荆芥,None,防风,None,当归,None,芍药,None,大黄,None,紫草,None
人参,9g,黄芪,6g,当归,9g,川芎,1.5g,地黄,9g,白芍,2.4g,防风,3g,羌活,1.8g,荆芥,2.1g,葛根,3g,黄芩,3g,附子,1.5g,甘草,1.5g
大黄,60g,黄芩,60g,人参,30g,地骨皮,30g,决明子,30g,防风,30g,石胆,30g,地肤子,30g,黄连,30g,甘草,30g,车前子,30g,免肝三具,None,萤火虫,100枚
防风,None,白术,None,杜仲,None,川当归,None,熟地黄,None,白芍药,None,黄芪二两,None,羌活,30g,牛膝,30g,甘草,30g,人参,30g,附子,45g,川芎,45g
防风,9g,羌活,9g,独活,9g,防己,9g,黄芩,9g,黄连,9g,苍术,9g,白术,9g,甘草,9g,细辛,9g,知母,30g,川芎,30g,地黄,30g
川芎,30g,当归,22.5g,羌活,15g,旋覆花,15g,华阳细辛,15g,蔓荆子,15g,防风,15g,石膏,15g,藁本,15g,荆芥穗,15g,半夏,15g,生地黄,15g,甘草,15g
天麻,3g,防风,3g,川芎,2g,羌活,2g,人参,3g,远志,3g,柏子仁,3g,山药,3g,麦冬,3g,酸枣仁308,None,细辛,3g,南星曲,2.5g,石菖蒲,3g
天麻,15g,白附子,15g,羌活,15g,防风,15g,牛膝,22.5g,麻黄,30g,川芎,22.5g,萆薢,22.5g,独活,15g,当归,15g,桂心,15g,干蝎,7.5g,白僵蚕,15g
天麻,30g,地榆,30g,玄参,30g,金铃子,30g,乌头,30g,乌药,30g,防风,30g,乳香,30g,麝香,30g,冰片,30g,朱砂,30g,没药,30g,自然铜,15g
蒺藜,15g,防风,15g,羌活,15g,川芎,15g,天麻,15g,茯苓,15g,蝉蜕,15g,苍术,15g,华阴细辛,7.5g,荆芥,7.5g,茺蔚子,7.5g,甘草,7.5g,甘菊,60g
橘核,None,香附子,None,花椒子,None,山栀,None,山楂子,None,苍术51s,None,甘草,30g,茴香,30g,黄柏,30g,元胡索,30g,汉防己,30g,防风,30g,人参,15g
熟地黄,24g,杜仲,24g,黄芪,18g,枳壳,12g,茯苓,12g,陈皮,12g,人参,12g,防风,9g,川芎,9g,白芍药,9g,山药,6g,甘草,6g,山茱萸,6g
地骨皮,30g,黄芪,30g,芍药,30g,黄芩,30g,白术,30g,茯苓,30g,人参,30g,柳桂,30g,甘草,30g,防己,30g,当归,30g,防风,60g
昆布,30g,海藻,30g,枳壳,30g,牛蒡子,15g,连翘,15g,防风,15g,玄参,15g,何首乌,30g,牵牛子,15g,甘草,15g,大黄,15g,皂荚子仁,50枚,牡荆子,30g
附子,30g,桂心,15g,白茯苓,15g,山茱萸,15g,五味子,15g,杜仲,15g,续断,15g,枸杞子,15g,熟地黄,15g,巴戟,15g,菟丝子,15g,防风,15g,牛膝,60g
冰片,4.5g,麝香,4.5g,真西牛黄,4.5g,雄黄,27g,琥珀,27g,僵蚕,27g,羌活,27g,白附,27g,防风,27g,天麻,27g,全虫梢,27g,真天竺黄,90g,川贝,90g
甘草,0.9g,大麦芽面,0.9g,陈皮,0.9g,猪苓,0.9g,泽泻,1.5g,益智仁,1.5g,半夏,1.5g,防风,1.5g,羌活,1.5g,神曲,1.5g,柴胡,1.5g,升麻,1.5g,苍术,3g
当归尾,6g,赤芍,6g,金银花,6g,连翘,6g,牛蒡子,6g,栀子,6g,羌活,6g,白芷,6g,红花,6g,防风,6g,甘草,6g,升麻,6g,桔梗,6g
川乌,60g,草乌,60g,麻黄,60g,苍术,15g,何首乌,15g,白附子,15g,白僵蚕,15g,川芎,15g,防风,7.5g,干姜,7.5g,雄黄,13.8g,藿香荆芥,7.5g
巴戟天,6g,附子,3g,五加皮,3g,石斛,3g,甘草,3g,茯苓,3g,当归,3g,牛膝,45g,川萆薢,45g,肉桂,1.5g,防风,1.5g,防己,1.5g,生姜,3片
当归,None,川芎,None,薄荷,None,黄芩,None,山栀,None,连翘,None,甘草,None,银花,None,玄参,None,防风,None,桔梗,None,荆芥,None,大黄,None
石斛,30g,黄芪,30g,鹿茸,30g,地骨皮,30g,附子,30g,菟丝子,37.5g,山茱萸,37.5g,远志,22.5g,熟地黄,22.5g,菖蒲,22.5g,防风,22.5g,桂,15g,玄参,30g
当归,60g,虎胫骨,60g,川羌活,60g,川萆薢,60g,防风,60g,秦艽,120g,鳖甲,30g,川牛膝,60g,松节,60g,晚蚕沙,60g,枸杞子,150g,干茄根,240g,苍耳子,120g
白头翁,60g,牛膝,22.5g,附子,22.5g,桂心,22.5g,羌活,22.5g,赤芍药,22.5g,赤茯苓,15g,人参,15g,防风,22.5g,虎胫骨,30g,牡丹皮,15g,当归,15g,酥生姜汁,None
白僵蚕,30g,乌梢蛇肉,15g,天麻,15g,独活,15g,天南星,15g,川乌头,15g,禹白附,15g,防风,15g,犀角屑,15g,蝉蜕,15g,桑螵蛸,15g,朱砂,15g,麝香,7.5g
乳香,60g,白芷,60g,柴胡,60g,没药,60g,川芎,60g,黄连,45g,黄芩,45g,防风,45g,薄荷,45g,菊花,45g,栀子,75g,羌活,30g,甘草,15g
半夏,22.5g,干葛,22.5g,细辛,22.5g,白术,22.5g,茯苓,22.5g,桂心,22.5g,防风,22.5g,干姜,22.5g,黄芩,22.5g,小草,22.5g,甘草,22.5g,柴胡,22.5g,麦冬,22.5g
半夏,6g,吴茱萸,4.5g,当归,4.5g,麦冬,3g,干姜,3g,白茯苓,3g,苦桔梗,3g,南木香,3g,防风,3g,牡丹皮,3g,甘草,3g,官桂,1.5g,北细辛,1.5g
羚羊角,3g,当归,3g,防风,3g,独活,3g,茯苓,3g,枣仁,3g,五加皮,3g,米仁,1.5g,杏仁,2.4g,甘草,None,木香18,None,葱白,16cm,生姜,5片
羌活,30g,川芎,30g,防风,30g,木贼,30g,甘草,30g,苍术,30g,青皮,30g,菊花,30g,石膏,30g,蒺藜,30g,枸杞子,15g,蛇蜕,15g,石决明,15g
川芎,15g,连翘,15g,羌活,15g,柴胡,15g,防风,15g,黄芩,15g,木贼,15g,荆芥穗,15g,甘菊花,15g,旋覆花,15g,地骨皮,30g,甘草,60g,石膏,60g
川芎,30g,当归,22.5g,羌活,15g,旋覆花,15g,细辛,15g,蔓荆子,15g,石膏,15g,藁本,15g,荆芥穗,15g,半夏,15g,防风,15g,熟地黄,15g,甘草,15g
川芎,30g,甘菊花,30g,羌活,9g,防风,0.9g,细辛,90g,白僵蚕,90g,草决明,3g,旋覆花,3g,蝉蜕,3g,蜜蒙花,15g,天麻,15g,荆芥穗,15g,甘草,15g
银花,None,草河车,None,赤芍,None,细辛,None,蝉蜕,None,黄连,None,僵蚕,None,防风,None,泽兰,None,羌活,None,独活,None,青皮,None,甘草,None
当归,None,生地黄,None,川芎,None,连翘,None,防风,None,荆芥,None,白芷,None,羌活,None,黄芩,None,山栀,None,枳壳,None,甘草,None,细辛,None
蝉蜕,15g,蒺藜,15g,防风,7.5g,羌活,7.5g,木贼,7.5g,川芎,7.5g,细辛,7.5g,秦皮,7.5g,枳实,7.5g,荆芥,7.5g,藁本,7.5g,干菊,7.5g,甘草,7.5g
石莲肉,75g,白扁豆,75g,人参,75g,神曲,60g,全蝎,30g,羌活,30g,天麻,30g,防风,30g,木香,30g,白芷,30g,甘草,30g,黄芪,30g,茯苓,45g
肉苁蓉,39g,覆盆子,36g,蛇床子,36g,菟丝子,36g,乌贼骨,24g,五味子,18g,当归,36g,川芎,33g,白芍,30g,防风,18g,黄芩,15g,艾叶,9g,牡蛎,24g
石决明,2.4g,草决明,2.4g,防风,2.4g,赤芍,2.4g,柴胡,2.4g,白芷,2.4g,菊花,3.6g,川芎,1.5g,羌活,1.5g,蒺藜,1.5g,红花,1.5g,当归,3g,栀子,1.8g
防风,None,羌活,None,连翘,None,升麻,None,夏枯草,None,牛蒡子,None,川芎,None,黄芩,None,甘草,None,昆布,None,海藻,None,僵蚕,None,薄荷,None
防风,1.5g,羌活,1.5g,白芍药,1.5g,归尾,1.5g,红花,None,苏木,None,茯苓,1.5g,苍术,1.5g,独活,1.5g,前胡,1.5g,黄芩,1.5g,炙草,1.8g,防己,1.8g
防风,75g,蔓荆实,45g,羚羊角,45g,玄参,45g,山栀子仁,45g,萎蕤,90g,大麻仁,90g,芍药,90g,芒硝,90g,黄连,30g,枳壳,30g,菊花,22.5g,麦冬,60g
黄芩,3g,柴胡,3g,桔梗,2.4g,川芎,2.4g,防风,2.4g,羌活,2.4g,枳壳,2.4g,甘草,0.9g,连翘,2.1g,射干,2.1g,白芷,2.1g,黄连,2.1g,荆芥,3g
连翘,None,防风,None,黄连,None,陈皮,None,芍药,None,当归,None,独活,None,白蒺藜,None,荆芥,None,茯苓,None,黄芩,None,甘草,None,牛蒡子,None
当归,6g,肉桂,6g,吴茱萸,6g,丹皮,6g,半夏,6g,麦冬,6g,防风,3g,细辛,3g,藁本,3g,千姜,3g,茯苓,3g,木香,3g,炙甘草,3g
皂荚树根皮,30g,金银花,9g,威灵仙,9g,牛膝,9g,豨莶草,9g,木瓜,9g,防风,6g,荆芥,6g,连翘,6g,白鲜皮,6g,苦参,6g,地骨皮,6g,当归,6g
前胡,30g,羌活,30g,麻黄,30g,白茯苓,30g,川芎,30g,黄芩,30g,甘草,30g,蔓荆子,30g,枳壳,30g,细辛,30g,石膏,30g,菊花,30g,防风,30g
藁本,None,香白芷,None,桂枝0.98,None,苍术,1.5g,升麻,1.5g,当归身,1.8g,草豆蔻仁,3g,羌活,4.5g,羊胫骨灰,6g,麻黄,9g,防风,9g,柴胡,15g,细辛,None
菟丝子,90g,柏子仁,90g,枸杞,90g,山药,90g,白茯苓,60g,防风,30g,栀子,30g,五味子,30g,车前子,30g,细辛,15g,甘草,15g,蕤仁,9g,川芎,30g
黄芪,60g,人参,3g,炙草,2.4g,半夏,30g,白芍,15g,独活,15g,防风,15g,白术,9g,茯苓,9g,泽泻,9g,柴胡,9g,连翘,6g,羌活,4.5g
羚羊角,15g,生地黄,15g,熟地黄,15g,肉苁蓉,15g,枸杞子,15g,防风,15g,草决明,15g,楮实子,15g,甘菊花,30g,羌活,30g,当归,30g,羊子肝,120g,川芎,15g
附子,1枚,芍药,30g,甘草,30g,麻黄,30g,白术,30g,防风,45g,防己,45g,人参,30g,黄芩,30g,肉桂,30g,独活,30g,川芎,30g,天雄,1枚
附子,7.5g,狗脊,7.5g,山药,15g,熟地黄,15g,王孙,15g,肉桂,15g,天雄,15g,山茱萸,15g,秦艽,15g,干漆,15g,防风,15g,甘草,15g,白蔹,30g
当归,None,川芎,None,地黄,None,芍药,None,甘菊,None,龙胆草,None,防风,None,防己,None,炙甘草,None,香附,None,决明子,None,密蒙花,None,木贼,None
归尾,None,大黄,None,黄芩,None,知母,None,桔梗,None,茺蔚子,None,芒硝,None,车前子,None,防风,None,赤芍药,None,栀子,None,连翘,None,薄荷,None
羌活,1.8g,独活,1.8g,白芍药,0.9g,生地黄,0.9g,泽泻,0.9g,人参,1.2g,白术,1.2g,茯苓,1.2g,黄芪,1.2g,炙草,1.2g,当归,1.2g,柴胡,1.5g,防风,1.5g,熟地黄,1.2g
甘菊花,30g,旋覆花,30g,蜜蒙花,30g,地肤子,45g,青葙子,45g,覆盆子,45g,牛蒡子,45g,蔓荆子,45g,草决明,45g,白蒺藜,30g,川芎,30g,木贼,30g,黄芩,30g,防风,30g
川乌头,15g,甘草,15g,细辛,15g,花椒,15g,干姜,30g,赤茯苓,60g,防风,60g,当归,30g,秦艽,45g,附子,45g,桂心,45g,赤芍药,45g,独活,60g,牛膝,45g
天麻,None,草乌,None,川芎,None,细辛,None,苍术,None,甘草,None,川乌,None,薄荷,None,甘松,None,防风,None,白芷,None,白附子五钱,None,雄黄,9g,全蝎,9g
五加皮,30g,桂心,None,川芎,45g,羌活,30g,秦艽,45g,防风,45g,杏仁,30g,萆薢,30g,枳壳,30g,当归,45g,附子,30g,牛膝,30g,薏苡仁,30g,丹参,30g
五加皮,30g,萆薢,30g,海桐皮,30g,虎胫骨,45g,牛膝,30g,防风,30g,薏苡仁,30g,牛蒡子,30g,淫羊藿,30g,当归,30g,续断,30g,附子,30g,杜仲,30g,熟地黄,30g
蜈蚣,1条,全蝎,7个,蝉蜕,7个,僵蚕,7个,防风,3g,荆芥,3g,连翘,3g,当归,3g,甘草,3g,白芷,3g,芒硝,3g,穿山甲,3g,金银花,30g,大黄,9g
全蝎,49个,防风,30g,禹白附,30g,僵蚕,30g,天麻,30g,朱砂,30g,牛胆南星,30g,天竺黄,30g,蝉蜕,15个,麝香,6g,牛黄,4.5g,天浆子,21个,干蟾,1枚,赤脚蜈蚣,1条
苁蓉,30g,牛膝,30g,防风,30g,革薜,30g,海桐皮,30g,自然铜,30g,威灵仙,30g,金毛狗脊,30g,川乌头,30g,没药,15g,乳香,15g,地龙,30g,骨碎补,120g,马钱子,120g
升麻,60g,青木香,60g,白蔹,60g,芒硝,60g,射干,60g,当归,60g,黄芩,60g,桂心,60g,芍药,60g,防风,60g,大黄,60g,川芎,60g,干葛,60g,莽草,30g
黄芪,60g,半夏,30g,人参,30g,甘草,30g,独活,15g,防风,15g,白芍药,15g,羌活,15g,陈皮,12g,茯苓,9g,柴胡,9g,泽泻,9g,白术,9g,黄连,3g
白芍药,4.5g,升麻,3g,羌活,3g,黄芪,3g,生地黄,1.5g,熟地黄,1.5g,独活,1.5g,牡丹皮,1.5g,炙甘草,1.5g,柴胡,1.5g,防风,1.5g,当归身,0.9g,葛根,0.9g,肉桂,None
乌梢蛇,30g,天浆子,20枚,天麻,15g,天南星,15g,干蝎,7.5g,禹白附,15g,附子,30g,防风,15g,半夏,15g,牛黄,7.5g,冰片,7.5g,麝香,7.5g,朱砂,7.5g,雄黄,7.5g
陈皮,180g,枳壳,180g,柴胡,180g,香附,180g,葛根,180g,杏仁,180g,川芎,180g,苍术,180g,白芷,180g,羌活,300g,苏叶,360g,防风,240g,乌药,90g,甘草,90g
绿豆粉,60g,白附子,30g,白及,30g,白蔹,30g,白僵蚕,30g,白芷,30g,天花粉,30g,甘松,15g,三柰子,15g,茅香,15g,零陵香,6g,防风,6g,藁本,6g,肥皂荚,1挺
甘草,None,天麻,None,芥,None,羌活,None,防风,None,薄荷,None,黄芩,None,麻黄,None,干蝎,None,僵蚕,None,白芷,None,竹叶,None,附子,None,细辛,None
犀角,30g,川芎,30g,羌活,30g,白僵蚕,15g,防风,15g,荆芥穗,15g,干蝎,22.5g,白芷,22.5g,藁本,22.5g,冰片,22.5g,麝香,22.5g,牛黄,22.5g,鸡苏叶,60g,天麻,60g
白术,30g,人参,30g,细辛,15g,陈皮,30g,桂心,0.9g,防风,15g,诃黎勒皮,0.9g,五味子,15g,干姜,15g,半夏,15g,白茯苓,30g,甘草,15g,旋覆花,15g,厚朴,30g
白花蛇,1条,当归,60g,川芎,30g,白芍,30g,生地,30g,防风,30g,荆芥,30g,jiu黄芩,30g,连翘,30g,胡麻子,30g,何首乌,30g,升麻,30g,羌活,30g,桔梗,30g
防风,3g,黄芩,4.5g,人参,3g,白及,3g,麦冬,6g,甘草,1.5g,知母,3g,白芍,3g,怀生地,3g,黄柏,3g,黄芪,3g,黄连,3g,当归头,3g,百合,3g
天南星,30g,半夏,30g,防风,30g,干姜,30g,甘草,30g,细辛,30g,禹白附,30g,芒硝,30g,太阴石,30g,川芎,30g,白僵蚕,30g,陈皮,30g,川乌头,30g,薄荷叶,30g
防风,4.5g,石膏,4.5g,柴胡,6g,羌活,6g,五味子,6g,升麻,6g,甘草,9g,酒黄连,9g,黄芪,9g,酒黄芩,15g,酒黄柏,15g,当归身,15g,草龙胆,15g,芍药,15g
白蒺藜,30g,菊花,30g,石决明,30g,生地,30g,楮实子,15g,槐角,15g,五味子,15g,黄连,15g,当归尾,15g,防风,7.5g,荆芥穗,7.5g,甘草,3g,川芎,9g,蕤仁,2.1g
防风,45g,山药,45g,萎蕤,60g,赤芍药,45g,车前子,90g,秦皮,30g,泽泻,30g,川芎,60g,山栀子仁,45g,白茯苓,45g,独活,30g,白槟榔,30g,甘菊花,30g,羚羊角,30g
北防风,30g,川当归,30g,赤芍药,30g,牛蒡子,30g,荆芥穗,36g,蝉蜕,22.5g,生地黄,15g,香白芷,15g,甘草,15g,白附子,15g,白僵蚕,15g,何首乌,15g,乌梢蛇肉,15g,紫参,22.5g
远志,60g,人参,60g,细辛,60g,桂,60g,干姜,60g,防风,60g,龙齿,60g,熟地黄,60g,菖蒲,60g,黄芪,240g,白茯苓,240g,白术,240g
杜仲,9g,防风,9g,附子,9g,石菖蒲,9g,桔梗,9g,秦艽,9g,细辛,9g,肉桂,9g,厚朴,9g,半夏,9g,沙参,15g,熟地黄,15g,花椒,15g,干姜,15g
杜蘅,30g,半夏,30g,白薇,30g,桔梗,30g,附子,30g,牛膝,30g,石菖蒲,15g,花椒,15g,细辛,15g,厚朴,15g,沙参,15g,防风,15g,干姜,15g,桂,15g
甘菊花,15g,蔓青子,15g,蒺藜子,15g,谷精草,15g,牡蛎,15g,川芎,15g,淫羊藿,15g,生地黄,15g,蛇蜕,5条,羌活,30g,防风,30g,桑叶,30g,蝉蜕,30g,地骨皮,30g
人参,None,黄芪,None,当归,None,川芎,None,甘草,None,白芍药,None,乳香,None,水香,None,乌药,None,官桂,None,防风,None,枳壳,None,桔梗,None,厚朴,None
乳香,6g,没药,6g,大黄,15g,连翘,15g,黄芩,15g,黄连,15g,黄柏,15g,南星,15g,半夏,15g,防风,15g,羌活,15g,瓜蒌,15g,阿胶,15g,皂角刺,15g
槐角,240g,地榆,240g,黄芪,240g,当归,240g,川芎,120g,阿胶,60g,升麻,240g,生地,240g,黄芩,240g,连翘,240g,秦艽,240g,防风,120g,白芷,120g,川连,120g
羌活,15g,甘草,15g,石决明,15g,石膏,15g,密蒙花,15g,苍术,15g,防风,15g,蒺藜子,15g,木贼,15g,蔓荆子,7.5g,威灵仙,7.5g,干桑叶,7.5g,荆芥穗,7.5g,原蚕沙,7.5g
白术,1.5g,枳壳,1.2g,羌活,1.2g,川芎,1.2g,白芷,1.2g,独活,1.2g,防风,1.2g,前胡,1.2g,桔梗,1.2g,薄荷,1.2g,荆芥,0.9g,甘草,0.9g,柴胡,2.1g,黄芩,1.5g
羌活,3g,川续断,3g,牛膝,3g,防风,3g,当归,3g,川芎,3g,薄桂,0.9g,秦艽,1.5g,川乌,1.5g,苍术,2.1g,麻黄,2.1g,甘草节,2.1g,枳壳,2.1g,穿山甲,2.1g
