[[-1.16424503]]
[[-0.1592786]]
[[-0.00364707]]
[[-0.01745961]]
[[-0.01392405]]
[[-0.01490582]]
[[-0.00211219]]
[[-0.00710464]]
[[-0.003312]]
[[-0.00263167]]
[[-0.00173408]]
[[-0.00723775]]
[[-0.00224668]]
[[-0.00469595]]
[[-0.0015202]]
[[-0.00406532]]
[[-0.00139929]]
[[-0.00044701]]
[[-0.00435659]]
[[-0.0018425]]
[[-0.0031329]]
[[-0.00317409]]
[[ 0.00068784]]
[[-0.00149091]]
[[-0.00293418]]
[[ 0.00032218]]
[[-0.00011399]]
[[-0.00321188]]
[[ 0.00097329]]
[[-0.00096357]]
[[ 0.00051216]]
[[-0.00215486]]
[[-0.0006118]]
[[-0.00026305]]
[[-0.00294602]]
[[-0.00276169]]
[[-0.00179589]]
[[  2.24754383e-05]]
[[ 0.00037036]]
[[-0.00059958]]
[[  5.50090025e-06]]
[[-0.00224033]]
[[ 0.00015862]]
[[-0.0009148]]
[[-0.00291286]]
[[ 0.00060354]]
[[ 0.00050661]]
[[ 0.00058616]]
[[-0.0008288]]
[[-0.00163747]]
[[-0.00302]]
[[-0.00049805]]
[[-0.0024167]]
[[-0.00018075]]
[[-0.00242619]]
[[-0.00120594]]
[[ -5.74588220e-05]]
[[-0.0034394]]
[[-0.00394816]]
[[-0.00313798]]
[[-0.00257269]]
[[ 0.00038037]]
[[-0.00249419]]
[[ 0.00018438]]
[[-0.00058795]]
[[ 0.00093051]]
[[-0.00232704]]
[[ 0.00090556]]
[[-0.00215385]]
[[-0.00283686]]
[[ 0.00030525]]
[[-0.00035165]]
[[ 0.00074321]]
[[ 0.00052504]]
[[ 0.0003403]]
[[-0.00272312]]
[[-0.00469312]]
[[-0.00399048]]
[[-0.00092328]]
[[ 0.0001625]]
[[-0.00099995]]
[[ -8.26170199e-05]]
[[-0.00223138]]
[[-0.00202157]]
[[-0.00258169]]
[[-0.00311021]]
[[-0.00199361]]
[[ 0.0006753]]
[[-0.00055926]]
[[-0.00196902]]
[[ -3.41389181e-05]]
[[ -1.82476060e-05]]
[[ 0.00087655]]
[[ 0.00022727]]
[[ 0.000238]]
[[-0.0018908]]
[[ 0.00010924]]
[[ 0.00082717]]
[[ 0.00062544]]
[[-0.00037845]]
[[-0.00015641]]
[[ -7.99806455e-05]]
[[ 0.00072535]]
[[-0.00188391]]
[[-0.00032898]]
[[-0.0015876]]
[[-0.00247481]]
[[-0.00453597]]
[[-0.00214545]]
[[ 0.00031096]]
[[-0.00102799]]
[[ 0.00012572]]
[[-0.00067743]]
[[ 0.00057265]]
[[-0.00256578]]
[[-0.00077156]]
[[-0.00355549]]
[[-0.00125239]]
[[ 0.00085086]]
[[-0.00071896]]
[[ 0.00045447]]
[[-0.00021334]]
[[ 0.00070959]]
[[-0.00045722]]
[[ -7.07989094e-05]]
[[-0.00058025]]
[[-0.00046588]]
[[-0.00084256]]
[[-0.0017425]]
[[-0.00032203]]
[[ 0.00053137]]
[[-0.00033491]]
[[ -6.74011991e-05]]
[[-0.00065291]]
[[-0.00366706]]
[[ 0.00046339]]
[[-0.00049836]]
[[-0.00052127]]
[[-0.00282222]]
[[-0.00279442]]
[[  5.97158745e-05]]
[[-0.00202377]]
[[ 0.00059101]]
[[ 0.0009533]]
[[ 0.00048551]]
[[ 0.00034088]]
[[-0.00027306]]
[[-0.00082841]]
[[ 0.00034588]]
[[ 0.00012088]]
[[ 0.00023553]]
[[-0.00039024]]
[[ 0.00058915]]
[[ 0.00080293]]
[[ 0.00077679]]
[[-0.00099924]]
[[-0.00088887]]
[[-0.00178]]
[[ 0.00011993]]
[[ 0.00080762]]
[[-0.00223681]]
[[-0.00118596]]
[[-0.00021575]]
[[-0.00013454]]
[[ 0.00080202]]
[[-0.00264048]]
[[ 0.00074229]]
[[ 0.00072514]]
[[-0.00046583]]
[[ 0.00095558]]
[[-0.00097985]]
[[ 0.00072632]]
[[ -8.17955780e-05]]
[[ -3.22075695e-05]]
[[-0.00021014]]
[[-0.00045803]]
[[ 0.00020098]]
[[ 0.00053183]]
[[ 0.00034565]]
[[ 0.0006171]]
[[ 0.00049356]]
[[-0.00087203]]
[[ 0.00058635]]
[[ 0.00084154]]
[[-0.000463]]
[[ 0.00054694]]
[[ 0.00090559]]
[[-0.00045726]]
[[-0.00015748]]
[[ 0.0009229]]
[[ 0.00092007]]
[[ 0.00087461]]
[[ 0.00015071]]
[[ 0.00071754]]
[[-0.00094364]]
[[-0.000682]]
[[-0.00060539]]
[[-0.00095177]]
[[ 0.00017903]]
[[ 0.00027156]]
[[-0.00054434]]
[[-0.00377985]]
[[ 0.00084879]]
[[ 0.00091708]]
[[ 0.00068817]]
[[ 0.00041407]]
[[-0.00057752]]
[[-0.00133189]]
[[ 0.00041273]]
[[ 0.00052556]]
[[-0.00062308]]
[[-0.00068287]]
[[-0.00090889]]
[[  7.93684741e-05]]
[[  6.46799593e-05]]
[[-0.00072774]]
[[ 0.00089564]]
[[ 0.00015657]]
[[ -1.32315029e-05]]
[[ 0.00068778]]
[[ 0.00056484]]
[[ 0.00081333]]
[[-0.0006441]]
[[-0.00060225]]
[[ 0.00072462]]
[[-0.00051489]]
[[-0.00011072]]
[[ 0.00030516]]
[[-0.00265921]]
[[-0.0027725]]
[[-0.00250076]]
[[ 0.00010326]]
[[-0.0009592]]
[[-0.0002731]]
[[-0.00044004]]
[[ 0.0006496]]
[[-0.00093466]]
[[-0.00056679]]
[[-0.00050125]]
[[-0.000725]]
[[ 0.00078099]]
[[ 0.00010711]]
[[-0.00094054]]
[[  9.14455665e-05]]
[[-0.00064638]]
[[-0.00090576]]
[[ 0.00040645]]
[[ 0.0007017]]
[[ 0.00075828]]
[[-0.00020324]]
[[-0.00293967]]
[[-0.00057231]]
[[-0.00111629]]
[[ 0.00038609]]
[[ 0.00063483]]
[[-0.00062486]]
[[-0.00087302]]
[[-0.00234511]]
[[ 0.00025071]]
[[-0.00051954]]
[[ 0.00075667]]
[[ 0.00062842]]
[[-0.00098159]]
[[-0.00039833]]
[[-0.00079515]]
[[ 0.00078075]]
[[ 0.0007543]]
[[ -7.64365527e-05]]
[[ 0.00015515]]
[[ 0.00047578]]
[[-0.00052315]]
[[ 0.00029043]]
[[-0.00024812]]
[[ 0.00099919]]
[[-0.00035043]]
[[-0.0002996]]
[[-0.00010853]]
[[-0.00082821]]
[[ 0.00025569]]
[[ 0.00082752]]
[[-0.0004462]]
[[ 0.00056133]]
[[ 0.0004606]]
[[-0.00028323]]
[[-0.0007716]]
[[-0.00090898]]
[[ 0.00055174]]
[[-0.00063876]]
[[ 0.00098867]]
[[-0.00098071]]
[[ 0.00049303]]
[[-0.00017547]]
[[-0.00092167]]
[[-0.00010555]]
[[ -3.76182526e-06]]
[[-0.0005658]]
[[ 0.00024881]]
[[ 0.00058429]]
[[-0.00195759]]
[[-0.00053371]]
[[-0.00060632]]
[[ 0.00030663]]
[[-0.00038384]]
[[-0.00154665]]
[[ 0.00072819]]
[[ 0.00019349]]
[[-0.00050435]]
[[ 0.00081966]]
[[-0.00058395]]
[[ 0.00075845]]
[[ 0.00012228]]
[[ 0.00097089]]
[[ 0.00092882]]
[[ 0.00067981]]
[[-0.00089886]]
[[ 0.00098817]]
[[ 0.00058231]]
[[-0.00065772]]
[[-0.00383169]]
[[ 0.00093295]]
[[-0.00196793]]
[[-0.00173973]]
[[-0.00024868]]
[[-0.00028749]]
[[-0.00066719]]
[[-0.00268387]]
[[ 0.00017357]]
[[-0.00052883]]
[[ 0.00066941]]
[[-0.0025192]]
[[ 0.00083586]]
[[-0.00056325]]
[[ 0.00054134]]
[[ 0.00095022]]
[[-0.00042768]]
[[-0.00031347]]
[[-0.0005675]]
[[ 0.00078929]]
[[ 0.00061056]]
[[-0.00060794]]
[[-0.00244322]]
[[-0.0004727]]
[[ 0.00047954]]
[[-0.00085186]]
[[ -5.68414861e-05]]
[[ 0.0001558]]
[[ 0.00020193]]
[[-0.00011768]]
[[-0.00179589]]
[[ 0.0007307]]
[[ 0.00017254]]
[[-0.00052274]]
[[-0.00043739]]
[[-0.00047762]]
[[-0.00069749]]
[[-0.00069595]]
[[ 0.00096835]]
[[-0.00085107]]
[[-0.00040375]]
[[ -3.95251521e-05]]
[[-0.00026888]]
[[ 0.0008971]]
[[-0.00060023]]
[[-0.00249974]]
[[-0.00076802]]
