[[-1.16442957]]
[[-0.15933823]]
[[-0.00333567]]
[[-0.01739723]]
[[-0.01292055]]
[[-0.01425301]]
[[-0.00160161]]
[[-0.00578321]]
[[-0.00421433]]
[[-0.00398195]]
[[-0.00140533]]
[[-0.00623204]]
[[-0.00223971]]
[[-0.00538281]]
[[-0.00277612]]
[[-0.00397888]]
[[-0.00133249]]
[[-0.00026222]]
[[-0.0054418]]
[[-0.0009722]]
[[-0.0024985]]
[[-0.0038706]]
[[-0.00076117]]
[[-0.00282941]]
[[-0.0013586]]
[[-0.00022136]]
[[-0.0009659]]
[[-0.00333133]]
[[-0.00021539]]
[[-0.0003383]]
[[ 0.00033294]]
[[-0.00117153]]
[[ 0.00076943]]
[[-0.00045532]]
[[-0.00135413]]
[[-0.00205407]]
[[-0.00245007]]
[[-0.00099337]]
[[-0.00028767]]
[[-0.00095291]]
[[-0.00067521]]
[[-0.00218869]]
[[-0.00070613]]
[[ 0.00041548]]
[[-0.00220637]]
[[ 0.00083134]]
[[-0.00059718]]
[[ 0.00010152]]
[[ 0.00055807]]
[[-0.00085922]]
[[-0.00435663]]
[[-0.00051012]]
[[-0.0025347]]
[[-0.00069359]]
[[-0.00189211]]
[[-0.00237854]]
[[ -1.68936612e-05]]
[[-0.00323753]]
[[-0.00353682]]
[[-0.00279892]]
[[-0.00184268]]
[[-0.00016487]]
[[-0.00110593]]
[[ 0.00036599]]
[[-0.00065805]]
[[-0.00066957]]
[[-0.00205817]]
[[-0.00061105]]
[[-0.00174679]]
[[-0.00246443]]
[[-0.00075986]]
[[ 0.00082008]]
[[ 0.00019538]]
[[-0.0002293]]
[[-0.00060744]]
[[-0.00373972]]
[[-0.00420137]]
[[-0.00429711]]
[[-0.00058035]]
[[-0.00070884]]
[[-0.00057676]]
[[-0.00066644]]
[[-0.00272672]]
[[-0.00232762]]
[[-0.00206044]]
[[-0.00239527]]
[[-0.00290876]]
[[ 0.00056548]]
[[  2.42865406e-05]]
[[-0.00103848]]
[[ 0.0002633]]
[[ 0.00072591]]
[[-0.00019293]]
[[ -6.95139311e-05]]
[[-0.0007669]]
[[-0.0012545]]
[[  3.69251525e-05]]
[[-0.00034973]]
[[ 0.00017248]]
[[-0.00090207]]
[[ 0.00075419]]
[[ 0.00033863]]
[[ 0.00044897]]
[[-0.00257859]]
[[ 0.00041275]]
[[-0.00111307]]
[[-0.00167356]]
[[-0.00366556]]
[[-0.0020932]]
[[ 0.00020979]]
[[-0.00155597]]
[[-0.00011607]]
[[ 0.00078547]]
[[-0.00089127]]
[[-0.00187835]]
[[ -9.88722709e-05]]
[[-0.0024883]]
[[-0.00283434]]
[[-0.00042044]]
[[-0.00044446]]
[[ 0.00085292]]
[[ 0.00087814]]
[[-0.00062645]]
[[-0.00066724]]
[[-0.00021765]]
[[-0.00032805]]
[[-0.00019794]]
[[ 0.00071838]]
[[-0.00185999]]
[[ 0.00034277]]
[[ 0.00065071]]
[[ 0.00013784]]
[[-0.00024076]]
[[-0.00050421]]
[[-0.003838]]
[[-0.00030344]]
