[[-0.00035892]]
[[  3.60898790e-05]]
[[ 0.0041323]]
[[ 0.0042244]]
[[-0.01434476]]
[[-0.01113997]]
[[-0.01306122]]
[[ 0.0082506]]
[[ 0.00934682]]
[[ 0.0021877]]
[[ -7.15961444e-06]]
[[-0.00658772]]
[[-0.00381011]]
[[-0.00842611]]
[[-0.00979564]]
[[ 0.00042985]]
[[-0.00360867]]
[[ 0.00249614]]
[[ 0.00404535]]
[[-0.00484961]]
[[-0.00649172]]
[[-0.00776796]]
[[-0.00571959]]
[[-0.00416689]]
[[-0.00708362]]
[[ 0.00070542]]
[[-0.00568992]]
[[-0.01438422]]
[[-0.00047732]]
[[ 0.00768877]]
[[ 0.00502093]]
[[-0.00517277]]
[[-0.00066566]]
[[ 0.00906053]]
[[-0.00293522]]
[[-0.00990317]]
[[-0.01388867]]
[[-0.00213734]]
[[ 0.00933994]]
[[-0.00740731]]
[[ -4.30942502e-05]]
[[-0.00349573]]
[[ 0.00476713]]
[[-0.0045479]]
[[-0.00639411]]
[[-0.0069543]]
[[ 0.00283683]]
[[-0.00458806]]
[[-0.00814936]]
[[ 0.00398849]]
[[-0.008953]]
[[-0.00648148]]
[[-0.00126749]]
[[-0.00350958]]
[[ 0.00344709]]
[[ 0.00309599]]
[[ 0.00200913]]
[[-0.0029262]]
[[ 0.00144536]]
[[-0.00971056]]
[[-0.00605584]]
[[ 0.00893394]]
[[-0.0033363]]
[[ 0.00186231]]
[[-0.00080898]]
[[ 0.0002905]]
[[-0.00990426]]
[[ 0.00387091]]
[[-0.01030111]]
[[ 0.00458313]]
[[-0.00340985]]
[[-0.00848915]]
[[ 0.00874699]]
[[ 0.00906761]]
[[-0.0002272]]
[[ 0.00872456]]
[[-0.01440385]]
[[ 0.00337429]]
[[-0.00598019]]
[[ 0.00902939]]
[[ 0.00953356]]
[[-0.00327723]]
[[-0.00991309]]
[[ 0.00438922]]
[[-0.00400038]]
[[-0.00598276]]
[[-0.00018665]]
[[-0.00902496]]
[[ 0.0021486]]
[[-0.00130441]]
[[-0.00182764]]
[[-0.00221525]]
[[-0.00829985]]
[[ 0.00856676]]
[[ 0.00464511]]
[[ 0.00175301]]
[[-0.00982205]]
[[ 0.00846986]]
[[ 0.00822354]]
[[ 0.00970037]]
[[-0.0005688]]
[[-0.00036458]]
[[-0.00943897]]
[[-0.00823309]]
[[-0.00084416]]
[[ 0.00401557]]
[[-0.00372693]]
[[ 0.00462167]]
[[ -5.87791806e-05]]
[[ 0.00429202]]
[[-0.00333077]]
[[-0.00935442]]
[[ 0.00807211]]
[[-0.00934943]]
[[ 0.00865382]]
[[-0.00622143]]
[[-0.00709017]]
[[-0.00634572]]
[[ 0.00922141]]
[[-0.00850699]]
[[-0.00304548]]
[[ 0.00915401]]
[[-0.00284552]]
[[-0.00802669]]
[[-0.00996454]]
[[-0.00436446]]
[[ 0.00299949]]
[[ 0.00052806]]
[[-0.00937024]]
[[-0.00889225]]
[[ 0.00896838]]
[[-0.00083255]]
[[-0.00476008]]
[[ 0.0069716]]
[[ 0.00440304]]
[[-0.00160391]]
[[-0.00248471]]
[[ 0.00440367]]
[[-0.00451028]]
[[ 0.00392727]]
[[-0.00970556]]
[[-0.00078923]]
[[ 0.00286581]]
[[ 0.0044452]]
[[ 0.0018553]]
[[-0.00064331]]
[[-0.00579255]]
[[-0.00313683]]
[[ 0.00387443]]
[[ 0.00888765]]
[[-0.00615947]]
[[ 0.00261053]]
[[ 0.00222418]]
[[ 0.00465602]]
[[-0.00774315]]
[[-0.00545404]]
[[ 0.00306415]]
[[-0.01059634]]
[[ 0.00401217]]
[[ 0.0024688]]
[[-0.00191914]]
[[-0.00583991]]
[[ 0.00487003]]
[[-0.0051722]]
[[-0.00591118]]
[[-0.01382104]]
[[ 0.0030761]]
[[-0.00317502]]
[[-0.00570796]]
[[-0.00175323]]
[[-0.00926381]]
[[ 0.00327412]]
[[-0.00232348]]
[[ 0.00392813]]
[[-0.00815082]]
[[-0.0087014]]
[[ 0.00846008]]
[[-0.00689175]]
[[ 0.00011553]]
[[-0.00270448]]
[[ 0.0058287]]
[[ 0.00809963]]
[[-0.00285252]]
[[ 0.00253205]]
[[ 0.00990964]]
[[-0.00595657]]
[[-0.00482441]]
[[ 0.00392916]]
[[-0.00206602]]
[[-0.00450145]]
[[ 0.00350442]]
[[ 0.00353285]]
[[-0.00761219]]
[[ 0.00305964]]
[[-0.00939865]]
[[ 0.00378345]]
[[ 0.00526908]]
[[ 0.00780929]]
[[ 0.00658529]]
[[ 0.00885011]]
[[ 0.00654328]]
[[-0.01314837]]
[[ 0.00214282]]
[[ 0.00685279]]
[[-0.00257254]]
[[-0.00114298]]
[[ 0.00970895]]
[[ 0.00172472]]
[[ 0.00275393]]
[[-0.00603304]]
[[-0.00335972]]
[[-0.00223692]]
[[ 0.00973017]]
[[ 0.00618737]]
[[-0.00279034]]
[[ 0.00360282]]
[[ 0.00369192]]
[[ 0.00887626]]
[[-0.00095965]]
[[ 0.00074467]]
[[ 0.00954186]]
[[-0.00602624]]
[[-0.00141821]]
[[ 0.00897051]]
[[-0.00800729]]
[[ 0.00943164]]
[[ 0.0082538]]
[[ 0.0025511]]
[[-0.00921924]]
[[-0.00528678]]
[[ 0.00020562]]
[[-0.00107421]]
[[ 0.0059253]]
[[-0.00080905]]
[[-0.00513016]]
[[ 0.00949263]]
[[-0.00500558]]
[[ 0.00405918]]
[[-0.00386647]]
[[ 0.00365986]]
[[ 0.00944756]]
[[-0.00150099]]
[[-0.008012]]
[[ 0.00146793]]
[[-0.00740524]]
[[ 0.00620529]]
[[-0.00436282]]
[[-0.00340504]]
[[-0.00642856]]
[[-0.00601994]]
[[-0.00923599]]
[[ 0.00116899]]
[[-0.00277494]]
[[-0.00095094]]
[[ 0.00633207]]
[[-0.00981558]]
[[-0.00178991]]
[[-0.00226025]]
[[ 0.00755068]]
[[-0.00595882]]
[[ 0.00348625]]
[[-0.0007794]]
[[ 0.00456141]]
[[ 0.00853266]]
[[ 0.00831121]]
[[-0.0043719]]
[[ 0.00217622]]
[[-0.00632137]]
[[ 0.00073121]]
[[ 0.00810525]]
[[-0.00175778]]
[[ 0.00142758]]
[[ 0.00797712]]
[[-0.00714651]]
[[-0.00064024]]
[[ 0.00127674]]
[[-0.00694111]]
[[ 0.00885245]]
[[-0.00889532]]
[[-0.00155821]]
[[-0.00684494]]
[[ 0.00395716]]
[[ 0.00732426]]
[[ 0.00323362]]
[[ 0.00236949]]
[[ 0.0060725]]
[[ 0.00446459]]
[[-0.00930306]]
[[ 0.00708891]]
[[-0.00998454]]
[[ 0.00841937]]
[[-0.00419468]]
[[ 0.00614482]]
[[ 0.00621516]]
[[ 0.00482771]]
[[  7.74796103e-05]]
[[-0.00056967]]
[[ 0.00327159]]
[[ 0.00425736]]
[[-0.00075084]]
[[-0.0032146]]
[[-0.00937731]]
[[ 0.0053193]]
[[ 0.00300483]]
[[ 0.00756897]]
[[-0.00828574]]
[[-0.00057569]]
[[ 0.00716751]]
[[-0.00051851]]
[[-0.00037293]]
[[-0.00805777]]
[[-0.00753072]]
[[-0.00735673]]
[[-0.00258645]]
[[ 0.00830482]]
[[ 0.00258826]]
[[-0.00347902]]
[[ 0.00397078]]
[[ 0.00317412]]
[[-0.0059553]]
[[-0.01088984]]
[[-0.00926126]]
[[ 0.0092943]]
[[-0.00631736]]
[[-0.00341188]]
[[-0.00018974]]
[[ 0.00473844]]
[[-0.00953909]]
[[ 0.00041814]]
[[-0.00043853]]
[[-0.00892016]]
[[ 0.00372928]]
[[-0.00476492]]
[[-0.00229329]]
[[-0.00288037]]
[[-0.00455704]]
[[-0.00531999]]
[[ 0.00901445]]
[[ 0.00181199]]
[[-0.00057117]]
[[ 0.00214675]]
[[ 0.00091899]]
[[ 0.00762635]]
[[-0.00435347]]
[[ 0.00526752]]
[[ 0.00190875]]
[[ 0.00676527]]
[[-0.00820101]]
[[-0.00988186]]
[[-0.00575238]]
[[-0.00987405]]
[[-0.00303878]]
[[-0.00627378]]
[[ 0.00673914]]
[[-0.00067269]]
[[-0.00185272]]
[[ 0.00356035]]
[[-0.00442962]]
[[ 0.00248529]]
[[-0.00828733]]
[[ 0.0077666]]
[[ 0.00697323]]
[[-0.0086106]]
[[ 0.00180644]]
[[-0.00844354]]
